"Timestamp";"FMT1";"FMT2";"FMT3";"ENGMT1";"ENGMT2";"ENGMT3"
"2024-01-01 01:00:00";172;27;75;377;219;691
"2024-01-01 02:00:00";171;27;74;374;215;691
"2024-01-01 03:00:00";170;27;75;364;216;690
"2024-01-01 04:00:00";171;27;75;378;223;697
"2024-01-01 05:00:00";171;27;76;368;216;708
"2024-01-01 06:00:00";172;27;77;371;218;709
"2024-01-01 07:00:00";172;27;78;372;226;708
"2024-01-01 08:00:00";173;27;75;365;244;677
"2024-01-01 09:00:00";174;27;70;371;262;652
"2024-01-01 10:00:00";174;27;63;370;256;652
"2024-01-01 11:00:00";175;27;63;371;256;654
"2024-01-01 12:00:00";175;27;63;358;259;655
"2024-01-01 13:00:00";173;27;60;367;256;652
"2024-01-01 14:00:00";170;27;61;357;261;645
"2024-01-01 15:00:00";170;27;61;369;279;644
"2024-01-01 16:00:00";173;27;70;367;290;651
"2024-01-01 17:00:00";175;27;78;375;302;657
"2024-01-01 18:00:00";176;27;79;375;314;657
"2024-01-01 19:00:00";175;27;78;365;294;656
"2024-01-01 20:00:00";176;27;77;372;286;656
"2024-01-01 21:00:00";175;27;78;368;284;657
"2024-01-01 22:00:00";175;27;78;381;284;655
"2024-01-01 23:00:00";175;28;79;392;290;651
"2024-01-02 00:00:00";173;28;79;411;295;638
"2024-01-02 01:00:00";173;27;79;403;295;637
"2024-01-02 02:00:00";171;27;80;396;308;637
"2024-01-02 03:00:00";172;27;82;398;309;637
"2024-01-02 04:00:00";172;27;83;396;309;642
"2024-01-02 05:00:00";174;28;84;381;308;655
"2024-01-02 06:00:00";176;33;86;394;315;660
"2024-01-02 07:00:00";179;35;89;418;354;664
"2024-01-02 08:00:00";178;35;82;421;355;665
"2024-01-02 09:00:00";179;34;77;412;355;677
"2024-01-02 10:00:00";180;34;67;411;343;701
"2024-01-02 11:00:00";178;34;61;414;341;694
"2024-01-02 12:00:00";174;34;60;399;334;704
"2024-01-02 13:00:00";164;33;61;385;314;694
"2024-01-02 14:00:00";172;33;62;397;330;695
"2024-01-02 15:00:00";168;32;62;422;360;713
"2024-01-02 16:00:00";169;31;71;404;373;716
"2024-01-02 17:00:00";180;31;76;408;376;700
"2024-01-02 18:00:00";170;31;79;405;380;680
"2024-01-02 19:00:00";166;31;79;411;391;684
"2024-01-02 20:00:00";165;31;79;413;406;677
"2024-01-02 21:00:00";164;31;79;413;421;679
"2024-01-02 22:00:00";164;32;80;433;420;677
"2024-01-02 23:00:00";164;33;81;438;418;667
"2024-01-03 00:00:00";164;32;81;466;419;654
"2024-01-03 01:00:00";164;31;81;445;417;654
"2024-01-03 02:00:00";165;32;82;442;412;655
"2024-01-03 03:00:00";163;31;82;419;405;655
"2024-01-03 04:00:00";164;31;82;390;403;659
"2024-01-03 05:00:00";165;32;82;406;412;674
"2024-01-03 06:00:00";167;33;82;412;432;705
"2024-01-03 07:00:00";169;34;82;404;434;698
"2024-01-03 08:00:00";169;34;80;410;428;697
"2024-01-03 09:00:00";171;33;79;413;414;695
"2024-01-03 10:00:00";172;34;63;404;391;697
"2024-01-03 11:00:00";170;34;57;417;395;703
"2024-01-03 12:00:00";166;33;57;409;401;721
"2024-01-03 13:00:00";168;32;60;387;405;707
"2024-01-03 14:00:00";180;32;63;454;420;703
"2024-01-03 15:00:00";170;31;65;510;444;703
"2024-01-03 16:00:00";167;30;68;430;462;708
"2024-01-03 17:00:00";167;30;69;474;448;690
"2024-01-03 18:00:00";169;30;69;429;443;694
"2024-01-03 19:00:00";169;30;69;402;411;699
"2024-01-03 20:00:00";167;30;71;392;359;688
"2024-01-03 21:00:00";166;30;70;386;355;692
"2024-01-03 22:00:00";166;31;72;405;344;680
"2024-01-03 23:00:00";166;32;72;400;363;674
"2024-01-04 00:00:00";164;31;72;399;383;658
"2024-01-04 01:00:00";164;30;72;388;376;655
"2024-01-04 02:00:00";163;30;71;447;388;653
"2024-01-04 03:00:00";163;30;72;480;414;654
"2024-01-04 04:00:00";163;30;72;440;385;659
"2024-01-04 05:00:00";164;30;72;403;372;695
"2024-01-04 06:00:00";165;31;72;396;375;699
"2024-01-04 07:00:00";165;34;72;419;386;699
"2024-01-04 08:00:00";166;33;71;414;381;693
"2024-01-04 09:00:00";169;33;71;418;400;693
"2024-01-04 10:00:00";177;33;66;397;405;698
"2024-01-04 11:00:00";180;34;62;401;408;689
"2024-01-04 12:00:00";168;33;59;405;397;708
"2024-01-04 13:00:00";165;33;59;403;387;703
"2024-01-04 14:00:00";165;32;61;428;366;693
"2024-01-04 15:00:00";167;31;66;436;405;693
"2024-01-04 16:00:00";171;30;69;452;404;708
"2024-01-04 17:00:00";173;30;75;436;392;706
"2024-01-04 18:00:00";172;30;79;439;390;697
"2024-01-04 19:00:00";169;32;80;435;382;695
"2024-01-04 20:00:00";167;32;80;414;363;685
"2024-01-04 21:00:00";166;32;82;420;366;685
"2024-01-04 22:00:00";167;31;83;440;370;702
"2024-01-04 23:00:00";167;30;84;453;411;715
"2024-01-05 00:00:00";166;30;85;456;427;706
"2024-01-05 01:00:00";164;30;86;408;430;706
"2024-01-05 02:00:00";164;30;87;402;442;707
"2024-01-05 03:00:00";164;30;88;410;441;708
"2024-01-05 04:00:00";165;30;87;425;432;713
"2024-01-05 05:00:00";166;30;89;417;428;731
"2024-01-05 06:00:00";168;32;90;419;421;762
"2024-01-05 07:00:00";169;33;93;424;432;754
"2024-01-05 08:00:00";177;33;87;423;444;746
"2024-01-05 09:00:00";182;33;84;420;461;711
"2024-01-05 10:00:00";183;33;80;443;440;688
"2024-01-05 11:00:00";183;34;74;448;439;686
"2024-01-05 12:00:00";183;32;73;477;420;687
"2024-01-05 13:00:00";181;33;74;433;412;694
"2024-01-05 14:00:00";172;37;77;437;413;720
"2024-01-05 15:00:00";170;32;75;433;427;744
"2024-01-05 16:00:00";171;32;79;431;426;718
"2024-01-05 17:00:00";171;32;79;425;424;708
"2024-01-05 18:00:00";171;33;82;421;428;694
"2024-01-05 19:00:00";169;33;82;438;448;697
"2024-01-05 20:00:00";168;33;80;426;439;723
"2024-01-05 21:00:00";167;33;80;450;435;730
"2024-01-05 22:00:00";164;32;79;469;395;742
"2024-01-05 23:00:00";162;32;79;424;386;741
"2024-01-06 00:00:00";163;31;80;410;378;719
"2024-01-06 01:00:00";162;30;79;412;360;710
"2024-01-06 02:00:00";163;30;80;417;360;703
"2024-01-06 03:00:00";162;30;79;396;378;702
"2024-01-06 04:00:00";163;29;80;395;378;709
"2024-01-06 05:00:00";164;29;79;415;363;723
"2024-01-06 06:00:00";165;29;79;392;369;720
"2024-01-06 07:00:00";177;30;79;394;363;724
"2024-01-06 08:00:00";173;30;80;393;377;722
"2024-01-06 09:00:00";165;29;79;398;375;718
"2024-01-06 10:00:00";164;30;68;395;360;717
"2024-01-06 11:00:00";165;30;67;405;357;720
"2024-01-06 12:00:00";166;30;68;400;347;720
"2024-01-06 13:00:00";167;30;70;374;337;720
"2024-01-06 14:00:00";164;30;71;385;340;716
"2024-01-06 15:00:00";167;30;72;377;367;718
"2024-01-06 16:00:00";166;30;74;364;368;718
"2024-01-06 17:00:00";166;30;75;379;366;709
"2024-01-06 18:00:00";166;30;74;369;358;709
"2024-01-06 19:00:00";164;30;75;368;350;707
"2024-01-06 20:00:00";165;30;76;397;348;682
"2024-01-06 21:00:00";165;30;76;407;334;680
"2024-01-06 22:00:00";166;29;76;391;328;669
"2024-01-06 23:00:00";166;29;77;400;320;663
"2024-01-07 00:00:00";164;29;76;383;322;649
"2024-01-07 01:00:00";163;29;77;363;323;644
"2024-01-07 02:00:00";163;29;77;390;322;644
"2024-01-07 03:00:00";164;29;78;392;342;646
"2024-01-07 04:00:00";163;29;77;378;327;644
"2024-01-07 05:00:00";157;16;68;287;258;626
"2024-01-07 06:00:00";158;24;76;257;280;634
"2024-01-07 07:00:00";163;24;79;267;326;649
"2024-01-07 08:00:00";166;24;80;306;322;654
"2024-01-07 09:00:00";165;24;79;298;323;655
"2024-01-07 10:00:00";166;24;80;300;324;656
"2024-01-07 11:00:00";167;24;80;310;357;657
"2024-01-07 12:00:00";178;25;80;308;359;659
"2024-01-07 13:00:00";176;24;80;305;338;658
"2024-01-07 14:00:00";169;24;80;343;336;661
"2024-01-07 15:00:00";169;24;80;362;351;661
"2024-01-07 16:00:00";168;24;81;344;353;660
"2024-01-07 17:00:00";169;26;82;355;359;660
"2024-01-07 18:00:00";167;25;81;333;357;658
"2024-01-07 19:00:00";169;24;82;332;350;659
"2024-01-07 20:00:00";168;25;81;341;327;657
"2024-01-07 21:00:00";168;25;81;356;348;660
"2024-01-07 22:00:00";168;26;81;359;356;658
"2024-01-07 23:00:00";168;28;81;376;346;655
"2024-01-08 00:00:00";167;28;81;390;341;644
"2024-01-08 01:00:00";165;28;81;378;339;645
"2024-01-08 02:00:00";165;28;80;374;333;642
"2024-01-08 03:00:00";164;28;79;377;334;642
"2024-01-08 04:00:00";165;28;80;362;338;645
"2024-01-08 05:00:00";166;29;80;364;343;659
"2024-01-08 06:00:00";168;33;81;407;346;677
"2024-01-08 07:00:00";171;34;83;424;364;691
"2024-01-08 08:00:00";176;34;82;416;323;720
"2024-01-08 09:00:00";180;33;80;425;287;752
"2024-01-08 10:00:00";182;34;73;414;291;742
"2024-01-08 11:00:00";182;34;66;410;316;749
"2024-01-08 12:00:00";181;34;65;411;313;750
"2024-01-08 13:00:00";177;33;67;401;307;774
"2024-01-08 14:00:00";168;33;67;418;311;806
"2024-01-08 15:00:00";166;32;68;437;314;825
"2024-01-08 16:00:00";168;33;75;434;326;822
"2024-01-08 17:00:00";168;33;79;420;328;802
"2024-01-08 18:00:00";166;35;79;391;349;805
"2024-01-08 19:00:00";166;35;80;390;362;793
"2024-01-08 20:00:00";165;34;81;391;349;765
"2024-01-08 21:00:00";163;34;82;376;328;760
"2024-01-08 22:00:00";163;34;83;400;328;753
"2024-01-08 23:00:00";163;32;84;388;355;754
"2024-01-09 00:00:00";163;32;85;372;359;748
"2024-01-09 01:00:00";166;31;86;369;360;747
"2024-01-09 02:00:00";165;31;86;377;356;743
"2024-01-09 03:00:00";165;32;86;403;354;742
"2024-01-09 04:00:00";165;31;87;384;343;749
"2024-01-09 05:00:00";165;31;87;389;349;770
"2024-01-09 06:00:00";166;32;86;373;359;784
"2024-01-09 07:00:00";168;33;86;386;382;771
"2024-01-09 08:00:00";168;32;85;387;389;778
"2024-01-09 09:00:00";170;32;82;382;386;774
"2024-01-09 10:00:00";173;33;80;396;379;772
"2024-01-09 11:00:00";173;34;80;401;374;799
"2024-01-09 12:00:00";173;33;80;416;354;802
"2024-01-09 13:00:00";174;33;78;440;335;800
"2024-01-09 14:00:00";172;33;78;406;331;792
"2024-01-09 15:00:00";171;32;79;470;327;802
"2024-01-09 16:00:00";172;32;81;461;342;819
"2024-01-09 17:00:00";172;32;80;478;348;817
"2024-01-09 18:00:00";170;33;80;420;338;802
"2024-01-09 19:00:00";172;33;80;430;336;782
"2024-01-09 20:00:00";181;32;79;413;333;770
"2024-01-09 21:00:00";170;31;75;403;323;776
"2024-01-09 22:00:00";163;31;74;406;282;763
"2024-01-09 23:00:00";162;32;74;427;264;746
"2024-01-10 00:00:00";158;33;72;481;259;743
"2024-01-10 01:00:00";158;32;70;428;260;739
"2024-01-10 02:00:00";158;31;68;419;257;736
"2024-01-10 03:00:00";157;31;67;474;246;731
"2024-01-10 04:00:00";157;30;66;455;241;727
"2024-01-10 05:00:00";162;31;64;459;246;757
"2024-01-10 06:00:00";161;33;61;462;277;857
"2024-01-10 07:00:00";161;34;60;509;281;877
"2024-01-10 08:00:00";162;33;60;535;311;881
"2024-01-10 09:00:00";164;33;59;500;304;859
"2024-01-10 10:00:00";174;33;55;478;281;851
"2024-01-10 11:00:00";176;33;55;461;288;827
"2024-01-10 12:00:00";167;33;56;435;286;777
"2024-01-10 13:00:00";162;33;59;412;281;775
"2024-01-10 14:00:00";161;33;57;408;272;800
"2024-01-10 15:00:00";162;33;60;446;313;832
"2024-01-10 16:00:00";163;33;62;470;349;833
"2024-01-10 17:00:00";162;32;64;468;351;811
"2024-01-10 18:00:00";162;32;63;459;347;798
"2024-01-10 19:00:00";163;33;65;479;344;788
"2024-01-10 20:00:00";162;32;64;447;344;757
"2024-01-10 21:00:00";159;33;65;431;340;763
"2024-01-10 22:00:00";158;32;65;469;326;773
"2024-01-10 23:00:00";158;31;64;444;318;774
"2024-01-11 00:00:00";157;32;65;431;324;751
"2024-01-11 01:00:00";157;32;68;423;324;749
"2024-01-11 02:00:00";157;32;68;437;331;750
"2024-01-11 03:00:00";159;30;68;444;347;748
"2024-01-11 04:00:00";160;30;67;427;332;746
"2024-01-11 05:00:00";160;31;68;424;326;759
"2024-01-11 06:00:00";161;33;67;419;327;784
"2024-01-11 07:00:00";165;34;67;418;352;780
"2024-01-11 08:00:00";167;34;75;415;432;783
"2024-01-11 09:00:00";169;33;67;428;407;765
"2024-01-11 10:00:00";167;34;65;445;382;757
"2024-01-11 11:00:00";167;34;62;481;343;756
"2024-01-11 12:00:00";163;33;56;472;325;747
"2024-01-11 13:00:00";170;34;60;492;337;793
"2024-01-11 14:00:00";166;34;59;531;319;801
"2024-01-11 15:00:00";165;33;60;545;299;833
"2024-01-11 16:00:00";162;33;62;527;289;838
"2024-01-11 17:00:00";166;32;64;529;279;816
"2024-01-11 18:00:00";175;32;66;518;281;812
"2024-01-11 19:00:00";163;32;65;501;319;808
"2024-01-11 20:00:00";165;32;67;504;333;814
"2024-01-11 21:00:00";167;32;69;456;330;837
"2024-01-11 22:00:00";163;32;66;444;337;809
"2024-01-11 23:00:00";165;33;66;435;335;806
"2024-01-12 00:00:00";161;33;67;436;347;797
"2024-01-12 01:00:00";162;33;68;439;356;789
"2024-01-12 02:00:00";162;33;69;448;340;795
"2024-01-12 03:00:00";161;32;69;434;333;792
"2024-01-12 04:00:00";163;32;72;407;331;778
"2024-01-12 05:00:00";162;32;77;404;337;798
"2024-01-12 06:00:00";163;35;79;427;343;816
"2024-01-12 07:00:00";164;36;76;471;344;809
"2024-01-12 08:00:00";165;36;78;459;345;813
"2024-01-12 09:00:00";165;36;73;470;343;805
"2024-01-12 10:00:00";164;35;58;509;336;801
"2024-01-12 11:00:00";171;35;83;530;387;796
"2024-01-12 12:00:00";173;35;76;554;403;805
"2024-01-12 13:00:00";172;35;53;517;358;810
"2024-01-12 14:00:00";167;34;54;528;350;833
"2024-01-12 15:00:00";164;33;54;548;339;863
"2024-01-12 16:00:00";163;32;60;515;338;852
"2024-01-12 17:00:00";163;32;64;515;316;827
"2024-01-12 18:00:00";165;32;66;460;271;818
"2024-01-12 19:00:00";164;32;67;425;266;805
"2024-01-12 20:00:00";164;32;65;446;267;788
"2024-01-12 21:00:00";163;32;65;449;294;793
"2024-01-12 22:00:00";159;31;65;429;312;783
"2024-01-12 23:00:00";156;31;64;448;292;773
"2024-01-13 00:00:00";157;31;64;445;285;756
"2024-01-13 01:00:00";156;32;64;422;278;740
"2024-01-13 02:00:00";155;32;66;454;276;727
"2024-01-13 03:00:00";156;31;67;474;274;726
"2024-01-13 04:00:00";156;31;66;448;272;725
"2024-01-13 05:00:00";155;31;66;451;278;761
"2024-01-13 06:00:00";156;31;65;451;272;759
"2024-01-13 07:00:00";156;32;64;436;269;752
"2024-01-13 08:00:00";158;33;63;447;264;754
"2024-01-13 09:00:00";157;34;60;482;257;758
"2024-01-13 10:00:00";158;34;59;479;263;817
"2024-01-13 11:00:00";159;34;58;437;277;845
"2024-01-13 12:00:00";164;33;56;417;275;843
"2024-01-13 13:00:00";165;32;52;415;288;875
"2024-01-13 14:00:00";167;32;49;441;313;907
"2024-01-13 15:00:00";167;31;53;416;305;894
"2024-01-13 16:00:00";166;31;56;398;275;871
"2024-01-13 17:00:00";166;31;59;404;272;848
"2024-01-13 18:00:00";172;32;63;381;269;828
"2024-01-13 19:00:00";175;31;65;363;266;788
"2024-01-13 20:00:00";164;31;64;380;249;760
"2024-01-13 21:00:00";166;31;64;414;239;735
"2024-01-13 22:00:00";166;31;66;423;240;728
"2024-01-13 23:00:00";162;31;68;410;265;721
"2024-01-14 00:00:00";160;31;68;412;280;713
"2024-01-14 01:00:00";162;31;70;393;260;714
"2024-01-14 02:00:00";158;31;71;389;246;714
"2024-01-14 03:00:00";158;31;71;383;244;714
"2024-01-14 04:00:00";158;31;71;377;253;720
"2024-01-14 05:00:00";161;27;72;352;250;734
"2024-01-14 06:00:00";158;25;74;349;248;741
"2024-01-14 07:00:00";159;24;76;342;244;743
"2024-01-14 08:00:00";159;23;78;338;238;743
"2024-01-14 09:00:00";160;23;71;330;231;742
"2024-01-14 10:00:00";160;23;62;334;224;742
"2024-01-14 11:00:00";159;23;61;331;222;746
"2024-01-14 12:00:00";157;23;62;331;220;737
"2024-01-14 13:00:00";155;23;63;335;220;730
"2024-01-14 14:00:00";156;23;64;337;221;730
"2024-01-14 15:00:00";159;23;65;343;223;751
"2024-01-14 16:00:00";158;23;70;338;229;753
"2024-01-14 17:00:00";161;23;74;342;236;764
"2024-01-14 18:00:00";161;23;78;343;237;761
"2024-01-14 19:00:00";161;23;82;338;238;756
"2024-01-14 20:00:00";160;23;81;342;237;743
"2024-01-14 21:00:00";162;23;81;336;238;739
"2024-01-14 22:00:00";161;23;80;333;235;737
"2024-01-14 23:00:00";162;23;80;338;235;733
"2024-01-15 00:00:00";160;23;80;348;236;721
"2024-01-15 01:00:00";162;23;80;334;234;723
"2024-01-15 02:00:00";162;23;81;333;239;725
"2024-01-15 03:00:00";161;23;82;333;242;724
"2024-01-15 04:00:00";159;23;82;320;237;724
"2024-01-15 05:00:00";161;23;82;320;249;731
"2024-01-15 06:00:00";163;24;84;306;249;735
"2024-01-15 07:00:00";165;25;85;303;256;728
"2024-01-15 08:00:00";170;25;84;312;276;712
"2024-01-15 09:00:00";169;25;81;313;319;676
"2024-01-15 10:00:00";167;26;72;327;312;674
"2024-01-15 11:00:00";167;26;62;342;295;675
"2024-01-15 12:00:00";167;26;64;343;295;674
"2024-01-15 13:00:00";167;27;66;347;295;672
"2024-01-15 14:00:00";166;27;68;348;303;674
"2024-01-15 15:00:00";165;25;69;352;317;670
"2024-01-15 16:00:00";165;25;76;349;327;668
"2024-01-15 17:00:00";163;25;78;360;330;666
"2024-01-15 18:00:00";164;25;79;362;329;666
"2024-01-15 19:00:00";165;25;78;351;318;666
"2024-01-15 20:00:00";166;25;80;346;303;669
"2024-01-15 21:00:00";165;25;79;354;305;672
"2024-01-15 22:00:00";164;24;78;347;324;672
"2024-01-15 23:00:00";163;24;79;349;320;669
"2024-01-16 00:00:00";162;24;78;351;319;656
"2024-01-16 01:00:00";163;24;78;349;317;656
"2024-01-16 02:00:00";163;24;77;343;321;656
"2024-01-16 03:00:00";162;24;77;346;324;655
"2024-01-16 04:00:00";162;24;78;336;320;660
"2024-01-16 05:00:00";164;24;80;336;323;674
"2024-01-16 06:00:00";165;25;81;342;328;674
"2024-01-16 07:00:00";166;27;82;352;330;671
"2024-01-16 08:00:00";173;28;83;368;339;670
"2024-01-16 09:00:00";178;27;81;356;331;674
"2024-01-16 10:00:00";181;27;80;338;335;687
"2024-01-16 11:00:00";171;27;80;338;339;692
"2024-01-16 12:00:00";174;27;81;333;340;693
"2024-01-16 13:00:00";172;27;81;332;338;688
"2024-01-16 14:00:00";167;27;79;337;340;689
"2024-01-16 15:00:00";165;25;80;347;359;698
"2024-01-16 16:00:00";165;25;80;335;358;693
"2024-01-16 17:00:00";165;25;80;351;358;690
"2024-01-16 18:00:00";168;26;82;360;400;712
"2024-01-16 19:00:00";165;27;81;352;426;734
"2024-01-16 20:00:00";164;26;80;369;400;736
"2024-01-16 21:00:00";164;25;81;355;394;735
"2024-01-16 22:00:00";163;25;82;349;392;730
"2024-01-16 23:00:00";162;26;83;359;395;720
"2024-01-17 00:00:00";162;25;83;358;399;710
"2024-01-17 01:00:00";162;25;84;361;407;710
"2024-01-17 02:00:00";160;25;84;355;399;706
"2024-01-17 03:00:00";160;24;85;356;405;706
"2024-01-17 04:00:00";160;24;85;353;399;712
"2024-01-17 05:00:00";163;25;86;356;409;726
"2024-01-17 06:00:00";165;26;86;357;404;728
"2024-01-17 07:00:00";167;28;85;365;413;735
"2024-01-17 08:00:00";169;28;87;366;444;734
"2024-01-17 09:00:00";176;27;86;386;512;727
"2024-01-17 10:00:00";178;28;81;408;460;730
"2024-01-17 11:00:00";179;28;80;404;463;743
"2024-01-17 12:00:00";170;28;76;404;459;757
"2024-01-17 13:00:00";169;28;77;396;459;753
"2024-01-17 14:00:00";170;34;79;406;464;755
"2024-01-17 15:00:00";170;33;79;411;477;759
"2024-01-17 16:00:00";169;32;82;395;443;752
"2024-01-17 17:00:00";170;31;84;425;406;713
"2024-01-17 18:00:00";169;32;84;417;415;696
"2024-01-17 19:00:00";167;32;86;404;441;708
"2024-01-17 20:00:00";165;33;87;407;433;733
"2024-01-17 21:00:00";165;33;88;394;423;736
"2024-01-17 22:00:00";166;33;89;412;414;729
"2024-01-17 23:00:00";165;32;89;425;438;726
"2024-01-18 00:00:00";165;32;89;462;467;716
"2024-01-18 01:00:00";165;32;89;441;448;713
"2024-01-18 02:00:00";164;31;90;474;437;715
"2024-01-18 03:00:00";163;32;90;459;436;713
"2024-01-18 04:00:00";163;31;90;434;436;717
"2024-01-18 05:00:00";164;32;90;431;427;736
"2024-01-18 06:00:00";166;34;89;441;447;759
"2024-01-18 07:00:00";168;35;90;457;546;752
"2024-01-18 08:00:00";167;35;91;441;528;748
"2024-01-18 09:00:00";168;34;91;453;522;740
"2024-01-18 10:00:00";175;34;83;483;501;742
"2024-01-18 11:00:00";184;34;81;548;509;751
"2024-01-18 12:00:00";177;34;82;578;506;740
"2024-01-18 13:00:00";171;34;83;510;470;737
"2024-01-18 14:00:00";176;33;82;470;445;768
"2024-01-18 15:00:00";174;31;82;472;466;770
"2024-01-18 16:00:00";172;31;84;468;465;773
"2024-01-18 17:00:00";170;32;84;445;457;766
"2024-01-18 18:00:00";169;32;85;420;411;737
"2024-01-18 19:00:00";168;33;86;397;397;704
"2024-01-18 20:00:00";166;32;86;392;407;717
"2024-01-18 21:00:00";164;31;85;368;427;736
"2024-01-18 22:00:00";164;32;84;385;431;739
"2024-01-18 23:00:00";164;32;84;400;448;736
"2024-01-19 00:00:00";162;32;86;406;433;722
"2024-01-19 01:00:00";161;31;88;389;421;724
"2024-01-19 02:00:00";162;32;88;401;428;754
"2024-01-19 03:00:00";161;31;88;409;433;742
"2024-01-19 04:00:00";161;31;88;402;423;740
"2024-01-19 05:00:00";163;31;95;407;443;740
"2024-01-19 06:00:00";164;33;92;433;434;730
"2024-01-19 07:00:00";166;35;89;441;421;729
"2024-01-19 08:00:00";167;35;88;437;433;731
"2024-01-19 09:00:00";169;34;87;447;444;744
"2024-01-19 10:00:00";163;33;81;436;425;713
"2024-01-19 11:00:00";169;34;82;434;446;743
"2024-01-19 12:00:00";167;34;79;416;444;736
"2024-01-19 13:00:00";170;33;80;408;447;730
"2024-01-19 14:00:00";154;29;69;383;385;645
"2024-01-19 15:00:00";202;37;91;493;542;856
"2024-01-19 16:00:00";176;33;82;443;474;741
"2024-01-19 17:00:00";177;32;84;466;462;736
"2024-01-19 18:00:00";179;31;85;417;452;729
"2024-01-19 19:00:00";177;32;88;428;415;699
"2024-01-19 20:00:00";175;32;89;432;386;674
"2024-01-19 21:00:00";174;32;90;390;362;673
"2024-01-19 22:00:00";175;33;90;394;341;674
"2024-01-19 23:00:00";175;33;91;482;354;665
"2024-01-20 00:00:00";175;32;93;510;369;666
"2024-01-20 01:00:00";174;32;93;499;351;669
"2024-01-20 02:00:00";174;31;94;511;370;668
"2024-01-20 03:00:00";172;30;95;494;363;666
"2024-01-20 04:00:00";172;30;96;489;360;668
"2024-01-20 05:00:00";174;30;96;502;349;684
"2024-01-20 06:00:00";174;32;97;487;364;683
"2024-01-20 07:00:00";174;33;96;422;356;682
"2024-01-20 08:00:00";174;33;95;401;362;682
"2024-01-20 09:00:00";175;33;93;415;379;682
"2024-01-20 10:00:00";175;33;90;410;384;682
"2024-01-20 11:00:00";174;33;89;406;371;680
"2024-01-20 12:00:00";174;33;88;397;357;679
"2024-01-20 13:00:00";170;33;86;379;337;688
"2024-01-20 14:00:00";160;33;85;390;356;712
"2024-01-20 15:00:00";160;31;87;391;365;710
"2024-01-20 16:00:00";162;31;90;379;368;709
"2024-01-20 17:00:00";163;31;92;396;401;737
"2024-01-20 18:00:00";163;32;92;380;374;682
"2024-01-20 19:00:00";177;35;101;414;414;783
"2024-01-20 20:00:00";147;28;85;369;318;638
"2024-01-20 21:00:00";163;31;94;407;363;712
"2024-01-20 22:00:00";162;30;95;390;353;710
"2024-01-20 23:00:00";163;31;94;401;331;698
"2024-01-21 00:00:00";162;30;95;397;327;684
"2024-01-21 01:00:00";162;30;96;387;323;682
"2024-01-21 02:00:00";163;30;95;401;325;683
"2024-01-21 03:00:00";163;30;96;405;326;685
"2024-01-21 04:00:00";163;30;96;392;321;691
"2024-01-21 05:00:00";164;30;96;404;330;708
"2024-01-21 06:00:00";165;30;96;397;332;709
"2024-01-21 07:00:00";165;30;96;397;356;708
"2024-01-21 08:00:00";164;31;96;408;351;706
"2024-01-21 09:00:00";165;31;93;409;343;706
"2024-01-21 10:00:00";163;31;87;398;328;705
"2024-01-21 11:00:00";164;31;83;401;331;707
"2024-01-21 12:00:00";164;30;83;388;329;703
"2024-01-21 13:00:00";171;30;82;388;318;710
"2024-01-21 14:00:00";177;30;82;401;322;711
"2024-01-21 15:00:00";164;30;82;393;342;706
"2024-01-21 16:00:00";165;30;86;382;346;701
"2024-01-21 17:00:00";165;31;88;422;366;706
"2024-01-21 18:00:00";165;30;89;424;357;733
"2024-01-21 19:00:00";165;30;89;405;348;724
"2024-01-21 20:00:00";168;30;89;409;324;715
"2024-01-21 21:00:00";168;30;90;420;327;701
"2024-01-21 22:00:00";167;31;91;404;324;704
"2024-01-21 23:00:00";167;31;92;423;354;726
"2024-01-22 00:00:00";168;31;92;465;373;704
"2024-01-22 01:00:00";167;31;93;472;364;699
"2024-01-22 02:00:00";166;32;94;492;367;689
"2024-01-22 03:00:00";165;32;94;471;361;685
"2024-01-22 04:00:00";166;32;94;462;378;690
"2024-01-22 05:00:00";167;32;94;471;380;704
"2024-01-22 06:00:00";168;34;95;472;369;724
"2024-01-22 07:00:00";170;35;95;466;370;727
"2024-01-22 08:00:00";168;34;93;465;323;763
"2024-01-22 09:00:00";167;34;87;446;281;784
"2024-01-22 10:00:00";173;34;80;463;306;788
"2024-01-22 11:00:00";179;34;69;471;299;794
"2024-01-22 12:00:00";179;34;62;483;291;798
"2024-01-22 13:00:00";179;33;66;473;291;796
"2024-01-22 14:00:00";171;33;67;474;295;820
"2024-01-22 15:00:00";161;32;69;527;301;869
"2024-01-22 16:00:00";166;32;76;540;299;868
"2024-01-22 17:00:00";167;32;79;510;301;856
"2024-01-22 18:00:00";166;32;80;471;317;842
"2024-01-22 19:00:00";165;32;80;454;346;862
"2024-01-22 20:00:00";163;32;81;454;352;850
"2024-01-22 21:00:00";161;32;81;430;344;839
"2024-01-22 22:00:00";160;32;81;438;343;832
"2024-01-22 23:00:00";161;31;80;449;344;817
"2024-01-23 00:00:00";161;31;80;414;337;793
"2024-01-23 01:00:00";160;31;82;408;336;803
"2024-01-23 02:00:00";159;31;81;408;339;811
"2024-01-23 03:00:00";158;32;77;403;331;815
"2024-01-23 04:00:00";158;31;79;409;332;818
"2024-01-23 05:00:00";160;32;80;436;336;829
"2024-01-23 06:00:00";163;34;81;431;348;844
"2024-01-23 07:00:00";165;35;81;428;346;840
"2024-01-23 08:00:00";167;34;82;438;344;844
